UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Difference [k],Any Failure
4184,L51363,1,0.7608695652173907,0.6172839506172849,0.1362048894062864,0.6469780219780219,0.6205533596837944,0,0,0,0,0,0,-0.14358561460010577,0
4185,L51364,1,0.7499999999999929,0.6049382716049436,0.0966239813736904,0.6785714285714286,0.6284584980237153,1,0,1,0,0,0,-0.14506172839504927,1
4186,L51365,1,0.7499999999999929,0.6049382716049436,0.1047729918509895,0.6126373626373626,0.6363636363636364,1,0,1,0,0,0,-0.14506172839504927,1
4187,M19046,2,0.7499999999999929,0.6049382716049436,0.2339930151338766,0.4230769230769231,0.6442687747035573,0,0,0,0,0,0,-0.14506172839504927,0
4188,M19047,2,0.7499999999999929,0.6172839506172849,0.2520372526193248,0.4010989010989011,0.6561264822134387,0,0,0,0,0,0,-0.13271604938270798,0
4189,M19048,2,0.7608695652173907,0.6296296296296333,0.2578579743888243,0.3846153846153846,0.6679841897233201,0,0,0,0,0,0,-0.13123993558775737,0
4190,L51369,1,0.7717391304347743,0.6419753086419746,0.2281722933643772,0.3846153846153846,0.6798418972332015,0,0,0,0,0,0,-0.12976382179279966,0
4191,H33604,0,0.7717391304347743,0.6419753086419746,0.160651920838184,0.5068681318681318,0.6877470355731224,0,0,0,0,0,0,-0.12976382179279966,0
4192,L51371,1,0.7717391304347743,0.654320987654323,0.0867287543655414,0.7637362637362637,0.7075098814229248,0,0,0,0,0,0,-0.11741814278045126,0
4193,M19052,2,0.7826086956521721,0.654320987654323,0.1717112922002328,0.5398351648351648,0.7154150197628458,0,0,0,0,0,0,-0.12828770799784905,0
4194,L51373,1,0.7717391304347743,0.6666666666666714,0.2712456344586729,0.4175824175824176,0.7272727272727272,0,0,0,0,0,0,-0.10507246376810286,0
4195,L51374,1,0.7717391304347743,0.654320987654323,0.1484284051222352,0.5824175824175825,0.7351778656126482,0,0,0,0,0,0,-0.11741814278045126,0
4196,L51375,1,0.7826086956521721,0.654320987654323,0.2211874272409779,0.4752747252747253,0.7430830039525691,0,0,0,0,0,0,-0.12828770799784905,0
4197,M19056,2,0.7826086956521721,0.654320987654323,0.2299185098952271,0.4368131868131868,0.7509881422924901,0,0,0,0,0,0,-0.12828770799784905,0
4198,L51377,1,0.7717391304347743,0.654320987654323,0.2357392316647264,0.4491758241758242,0.7628458498023715,0,0,0,0,0,0,-0.11741814278045126,0
4199,M19058,2,0.7717391304347743,0.6666666666666714,0.1536670547147847,0.559065934065934,0.7707509881422925,0,0,0,0,0,0,-0.10507246376810286,0
4200,M19059,2,0.7826086956521721,0.6666666666666714,0.2735739231664726,0.3873626373626374,0.7826086956521738,0,0,0,0,0,0,-0.11594202898550066,0
4201,L51380,1,0.7826086956521721,0.6666666666666714,0.2345750873108265,0.4175824175824176,0.7944664031620553,0,0,0,0,0,0,-0.11594202898550066,0
4202,L51381,1,0.7717391304347743,0.654320987654323,0.6071012805587893,0.1593406593406593,0.8023715415019762,0,0,0,0,0,0,-0.11741814278045126,0
4203,L51382,1,0.7717391304347743,0.654320987654323,0.2252619324796275,0.5054945054945055,0.8102766798418972,0,0,0,0,0,0,-0.11741814278045126,0
4204,M19063,2,0.7608695652173907,0.6419753086419746,0.2270081490104774,0.385989010989011,0.8181818181818181,0,0,0,0,0,0,-0.11889425657541608,0
4205,M19064,2,0.7608695652173907,0.6419753086419746,0.2066356228172293,0.5412087912087912,0.8300395256916996,0,0,0,0,0,0,-0.11889425657541608,0
4206,L51385,1,0.7608695652173907,0.6296296296296333,0.3230500582072176,0.3090659340659341,0.8418972332015809,0,0,0,0,0,0,-0.13123993558775737,0
4207,M19066,2,0.7608695652173907,0.6296296296296333,0.3218859138533178,0.3379120879120879,0.849802371541502,0,0,0,0,0,0,-0.13123993558775737,0
4208,M19067,2,0.7608695652173907,0.6419753086419746,0.3154831199068685,0.3653846153846153,0.8616600790513833,1,1,0,0,0,0,-0.11889425657541608,1
4209,M19068,2,0.7608695652173907,0.6419753086419746,0.2671711292200233,0.3914835164835165,0.0,0,0,0,0,0,0,-0.11889425657541608,0
4210,M19069,2,0.7499999999999929,0.6296296296296333,0.1478463329452852,0.5934065934065934,0.0118577075098814,0,0,0,0,0,0,-0.12037037037035958,0
4211,L51390,1,0.7391304347826093,0.6296296296296333,0.2310826542491268,0.4326923076923076,0.0237154150197628,0,0,0,0,0,0,-0.109500805152976,0
4212,L51391,1,0.7391304347826093,0.6172839506172849,0.0849825378346915,0.673076923076923,0.0316205533596837,1,0,1,0,0,0,-0.1218464841653244,1
4213,M19072,2,0.7282608695652115,0.6049382716049436,0.130384167636787,0.7788461538461537,0.0395256916996047,0,0,0,0,0,0,-0.1233225979602679,0
4214,L51393,1,0.7391304347826093,0.6172839506172849,0.1728754365541327,0.5068681318681318,0.0513833992094861,0,0,0,0,0,0,-0.1218464841653244,0
4215,L51394,1,0.7173913043478208,0.6049382716049436,0.2357392316647264,0.4505494505494505,0.0592885375494071,0,0,0,0,0,0,-0.11245303274287721,0
4216,M19075,2,0.7282608695652115,0.6172839506172849,0.5756693830034926,0.1923076923076923,0.067193675889328,0,0,0,0,0,0,-0.1109769189479266,0
4217,L51396,1,0.7173913043478208,0.6172839506172849,0.1175785797438883,0.6387362637362637,0.0790513833992094,0,0,0,0,0,0,-0.10010735373053592,0
4218,L51397,1,0.7173913043478208,0.6049382716049436,0.1711292200232829,0.4807692307692308,0.0869565217391304,0,0,0,0,0,0,-0.11245303274287721,0
4219,M19078,2,0.7282608695652115,0.6049382716049436,0.1810244470314319,0.5041208791208791,0.0948616600790513,0,0,0,0,0,0,-0.1233225979602679,0
4220,L51399,1,0.7173913043478208,0.6172839506172849,0.3195576251455181,0.315934065934066,0.1067193675889328,0,0,0,0,0,0,-0.10010735373053592,0
4221,M19080,2,0.7173913043478208,0.6049382716049436,0.0535506402793947,0.8530219780219781,0.1146245059288537,0,0,0,0,0,0,-0.11245303274287721,0
4222,L51401,1,0.7173913043478208,0.6049382716049436,0.1740395809080326,0.4876373626373626,0.1264822134387351,0,0,0,0,0,0,-0.11245303274287721,0
4223,M19082,2,0.7282608695652115,0.6049382716049436,0.2136204889406286,0.478021978021978,0.1343873517786561,0,0,0,0,0,0,-0.1233225979602679,0
4224,L51403,1,0.7282608695652115,0.6172839506172849,0.2846332945285216,0.385989010989011,0.1462450592885375,0,0,0,0,0,0,-0.1109769189479266,0
4225,L51404,1,0.7282608695652115,0.6172839506172849,0.3084982537834692,0.3337912087912088,0.1541501976284585,0,0,0,0,0,0,-0.1109769189479266,0
4226,L51405,1,0.7391304347826093,0.6172839506172849,0.1111757857974389,0.6249999999999999,0.1620553359683794,1,0,1,0,0,0,-0.1218464841653244,1
4227,L51406,1,0.7391304347826093,0.6296296296296333,0.2491268917345751,0.4574175824175824,0.1699604743083003,0,0,0,0,0,0,-0.109500805152976,0
4228,L51407,1,0.7499999999999929,0.6296296296296333,0.1251455180442375,0.5920329670329669,0.1778656126482213,0,0,0,0,0,0,-0.12037037037035958,0
4229,L51408,1,0.7499999999999929,0.6296296296296333,0.6024447031431898,0.1758241758241758,0.1857707509881422,0,0,0,0,0,0,-0.12037037037035958,0
4230,M19089,2,0.7499999999999929,0.6296296296296333,0.139697322467986,0.5906593406593406,0.1936758893280632,0,0,0,0,0,0,-0.12037037037035958,0
4231,L51410,1,0.7499999999999929,0.6296296296296333,0.2939464493597207,0.3997252747252747,0.2055335968379446,0,0,0,0,0,0,-0.12037037037035958,0
4232,L51411,1,0.7499999999999929,0.6296296296296333,0.1001164144353899,0.6043956043956044,0.2134387351778656,0,0,0,0,0,0,-0.12037037037035958,0
4233,L51412,1,0.7499999999999929,0.6419753086419746,0.1653084982537834,0.5288461538461537,0.2213438735177865,0,0,0,0,0,0,-0.10802469135801829,0
4234,M19093,2,0.7499999999999929,0.6419753086419746,0.0779976717112922,0.6813186813186812,0.2292490118577075,0,0,0,0,0,0,-0.10802469135801829,0
4235,H33648,0,0.7499999999999929,0.6419753086419746,0.2060535506402794,0.4409340659340659,0.2411067193675889,0,0,0,0,0,0,-0.10802469135801829,0
4236,L51415,1,0.7499999999999929,0.6296296296296333,0.1571594877764843,0.5164835164835164,0.2608695652173913,0,0,0,0,0,0,-0.12037037037035958,0
4237,L51416,1,0.7499999999999929,0.6419753086419746,0.2537834691501747,0.5041208791208791,0.2687747035573122,0,0,0,0,0,0,-0.10802469135801829,0
4238,L51417,1,0.7499999999999929,0.654320987654323,0.3864959254947614,0.2664835164835165,0.2766798418972331,0,0,0,0,0,0,-0.09567901234566989,0
4239,M19098,2,0.7608695652173907,0.654320987654323,0.2054714784633294,0.4258241758241758,0.2845849802371541,0,0,0,0,0,0,-0.10654857756306768,0
4240,L51419,1,0.7608695652173907,0.654320987654323,0.1618160651920839,0.4642857142857143,0.2964426877470355,0,0,0,0,0,0,-0.10654857756306768,0
4241,L51420,1,0.7717391304347743,0.6666666666666714,0.4289871944121072,0.2348901098901099,0.3043478260869565,0,0,0,0,0,0,-0.10507246376810286,0
4242,L51421,1,0.7717391304347743,0.654320987654323,0.1786961583236321,0.6057692307692307,0.3122529644268774,0,0,0,0,0,0,-0.11741814278045126,0
4243,L51422,1,0.7717391304347743,0.654320987654323,0.1711292200232829,0.6140109890109889,0.3201581027667984,0,0,0,0,0,0,-0.11741814278045126,0
4244,M19103,2,0.7717391304347743,0.6419753086419746,0.1554132712456345,0.5288461538461537,0.3280632411067193,0,0,0,0,0,0,-0.12976382179279966,0
4245,L51424,1,0.7717391304347743,0.6419753086419746,0.1752037252619325,0.4917582417582418,0.3399209486166007,0,0,0,0,0,0,-0.12976382179279966,0
4246,M19105,2,0.7934782608695627,0.6666666666666714,0.2048894062863795,0.5384615384615384,0.3478260869565217,0,0,0,0,0,0,-0.12681159420289134,0
4247,L51426,1,0.7934782608695627,0.654320987654323,0.2147846332945285,0.4354395604395604,0.3596837944664031,0,0,0,0,0,0,-0.13915727321523974,0
4248,L51427,1,0.7934782608695627,0.654320987654323,0.1169965075669383,0.7719780219780219,0.3675889328063241,1,0,1,0,0,0,-0.13915727321523974,1
4249,L51428,1,0.7934782608695627,0.654320987654323,0.1967403958090804,0.4587912087912089,0.375494071146245,0,0,0,0,0,0,-0.13915727321523974,0
4250,L51429,1,0.7826086956521721,0.6419753086419746,0.0942956926658906,0.7293956043956044,0.3833992094861659,1,0,1,0,0,0,-0.14063338701019745,1
4251,L51430,1,0.7934782608695627,0.654320987654323,0.2863795110593714,0.4697802197802198,0.3913043478260869,0,0,0,0,0,0,-0.13915727321523974,0
4252,H33665,0,0.7826086956521721,0.6419753086419746,0.109429569266589,0.7101648351648351,0.3992094861660079,1,0,1,0,0,0,-0.14063338701019745,1
4253,H33666,0,0.7934782608695627,0.654320987654323,0.1571594877764843,0.6483516483516483,0.4189723320158102,0,0,0,0,0,0,-0.13915727321523974,0
4254,M19113,2,0.7934782608695627,0.654320987654323,0.0937136204889407,0.6153846153846153,0.4387351778656126,1,0,1,0,0,0,-0.13915727321523974,1
4255,L51434,1,0.7934782608695627,0.654320987654323,0.0675203725261932,0.8818681318681318,0.450592885375494,1,0,1,1,0,0,-0.13915727321523974,1
4256,M19115,2,0.7826086956521721,0.654320987654323,0.1274738067520373,0.6634615384615384,0.458498023715415,0,0,0,0,0,0,-0.12828770799784905,0
4257,M19116,2,0.7934782608695627,0.654320987654323,0.2462165308498254,0.4134615384615384,0.4703557312252964,0,0,0,0,0,0,-0.13915727321523974,0
4258,M19117,2,0.7934782608695627,0.654320987654323,0.2450523864959255,0.4835164835164835,0.4822134387351778,0,0,0,0,0,0,-0.13915727321523974,0
4259,M19118,2,0.8043478260869534,0.6666666666666714,0.0750873108265425,0.7815934065934066,0.4940711462450592,1,0,1,0,0,0,-0.13768115942028203,1
4260,L51439,1,0.8043478260869534,0.6790123456790127,0.2194412107101281,0.4299450549450549,0.5059288537549407,0,0,0,0,0,0,-0.12533548040794074,0
4261,H33674,0,0.8043478260869534,0.6666666666666714,0.1455180442374855,0.5439560439560439,0.5138339920948616,0,0,0,0,0,0,-0.13768115942028203,0
4262,L51441,1,0.8043478260869534,0.6666666666666714,0.3271245634458674,0.3337912087912088,0.533596837944664,0,0,0,0,0,0,-0.13768115942028203,0
4263,L51442,1,0.7934782608695627,0.654320987654323,0.4848661233993016,0.2321428571428571,0.541501976284585,0,0,0,0,0,0,-0.13915727321523974,0
4264,L51443,1,0.7934782608695627,0.654320987654323,0.2630966239813738,0.4450549450549451,0.5494071146245059,0,0,0,0,0,0,-0.13915727321523974,0
4265,M19124,2,0.7934782608695627,0.654320987654323,0.2176949941792783,0.4931318681318682,0.5573122529644269,0,0,0,0,0,0,-0.13915727321523974,0
4266,L51445,1,0.7934782608695627,0.654320987654323,0.1490104772991851,0.4697802197802198,0.5691699604743082,0,0,0,0,0,0,-0.13915727321523974,0
4267,L51446,1,0.8043478260869534,0.6666666666666714,0.1583236321303842,0.4903846153846153,0.5770750988142292,0,0,0,0,0,0,-0.13768115942028203,0
4268,L51447,1,0.7934782608695627,0.654320987654323,0.2048894062863795,0.5357142857142856,0.5849802371541502,0,0,0,0,0,0,-0.13915727321523974,0
4269,L51448,1,0.8043478260869534,0.654320987654323,0.3061699650756694,0.3571428571428571,0.592885375494071,0,0,0,0,0,0,-0.15002683843263043,0
4270,L51449,1,0.7934782608695627,0.654320987654323,0.2572759022118743,0.4862637362637363,0.6007905138339921,0,0,0,0,0,0,-0.13915727321523974,0
4271,L51450,1,0.7934782608695627,0.6419753086419746,0.0948777648428406,0.6620879120879121,0.608695652173913,1,0,1,0,0,0,-0.15150295222758814,1
4272,L51451,1,0.7934782608695627,0.6296296296296333,0.1757857974388824,0.5137362637362637,0.616600790513834,0,0,0,0,0,0,-0.16384863123992943,0
4273,L51452,1,0.7826086956521721,0.6296296296296333,0.2380675203725262,0.4546703296703296,0.6245059288537549,0,0,0,0,0,0,-0.15297906602253875,0
4274,L51453,1,0.7934782608695627,0.6296296296296333,0.1850989522700815,0.4478021978021977,0.6324110671936758,0,0,0,0,0,0,-0.16384863123992943,0
4275,L51454,1,0.7717391304347743,0.6049382716049436,0.1612339930151339,0.5013736263736263,0.6403162055335968,0,0,0,0,0,0,-0.16680085882983064,0
4276,M19135,2,0.7717391304347743,0.5925925925925952,0.1932479627473807,0.4519230769230769,0.6482213438735177,0,0,0,0,0,0,-0.17914653784217904,0
4277,M19136,2,0.7499999999999929,0.5802469135802468,0.1676367869615832,0.6002747252747253,0.6600790513833992,0,0,0,0,0,0,-0.16975308641974607,0
4278,L51457,1,0.7499999999999929,0.5802469135802468,0.3346915017462165,0.3337912087912088,0.6719367588932806,0,0,0,0,0,0,-0.16975308641974607,0
4279,L51458,1,0.7282608695652115,0.5432098765432158,0.140279394644936,0.6401098901098901,0.6798418972332015,0,0,0,0,0,0,-0.18505099302199568,0
4280,L51459,1,0.7282608695652115,0.5432098765432158,0.1123399301513388,0.5714285714285714,0.6877470355731224,1,0,1,0,0,0,-0.18505099302199568,1
4281,L51460,1,0.7391304347826093,0.5432098765432158,0.340512223515716,0.3447802197802198,0.6956521739130435,0,0,0,0,0,0,-0.19592055823939347,0
4282,L51461,1,0.7282608695652115,0.5308641975308674,0.3864959254947614,0.2623626373626374,0.7035573122529644,0,0,0,0,0,0,-0.19739667203434408,0
4283,L51462,1,0.7173913043478208,0.518518518518519,0.119906868451688,0.6140109890109889,0.7114624505928854,1,0,1,0,0,0,-0.1988727858293018,1
4284,M19143,2,0.7065217391304301,0.518518518518519,0.0966239813736904,0.7857142857142857,0.7193675889328063,1,0,1,0,0,0,-0.1880032206119111,1
4285,L51464,1,0.7065217391304301,0.5308641975308674,0.1891734575087311,0.5013736263736263,0.7312252964426877,0,0,0,0,0,0,-0.1756575415995627,0
4286,L51465,1,0.6956521739130395,0.518518518518519,0.0867287543655414,0.6208791208791208,0.7391304347826086,1,0,1,0,0,0,-0.17713365539452042,1
4287,M19146,2,0.6956521739130395,0.518518518518519,0.1548311990686846,0.6057692307692307,0.7470355731225296,0,0,0,0,0,0,-0.17713365539452042,0
4288,M19147,2,0.6956521739130395,0.518518518518519,0.1682188591385331,0.4862637362637363,0.758893280632411,0,0,0,0,0,0,-0.17713365539452042,0
4289,M19148,2,0.6956521739130395,0.5308641975308674,0.1298020954598371,0.6428571428571428,0.7707509881422925,0,0,0,0,0,0,-0.16478797638217202,0
4290,M19149,2,0.7065217391304301,0.5308641975308674,0.3568102444703144,0.2760989010989011,0.7826086956521738,0,0,0,0,0,0,-0.1756575415995627,0
4291,L51470,1,0.7065217391304301,0.5308641975308674,0.2759022118742724,0.3956043956043956,0.7944664031620553,0,0,0,0,0,0,-0.1756575415995627,0
4292,L51471,1,0.7065217391304301,0.5308641975308674,0.5029103608847497,0.2087912087912088,0.8023715415019762,0,0,0,0,0,0,-0.1756575415995627,0
4293,M19152,2,0.7065217391304301,0.5432098765432158,0.7008149010477299,0.1387362637362637,0.8102766798418972,1,0,0,1,0,0,-0.1633118625872143,1
4294,L51473,1,0.7065217391304301,0.5308641975308674,0.130966239813737,0.5645604395604394,0.8221343873517786,0,0,0,0,0,0,-0.1756575415995627,0
4295,M19154,2,0.6956521739130395,0.5432098765432158,0.3346915017462165,0.3228021978021978,0.8300395256916996,0,0,0,0,0,0,-0.15244229736982362,0
4296,L51475,1,0.7065217391304301,0.5555555555555571,0.1682188591385331,0.5027472527472526,0.8418972332015809,0,0,0,0,0,0,-0.15096618357487301,0
4297,L51476,1,0.7065217391304301,0.5555555555555571,0.9644935972060537,0.0274725274725274,0.849802371541502,1,0,0,1,0,0,-0.15096618357487301,1
4298,M19157,2,0.7065217391304301,0.5555555555555571,0.2566938300349244,0.4175824175824176,0.8577075098814229,0,0,0,0,0,0,-0.15096618357487301,0
4299,M19158,2,0.7065217391304301,0.5555555555555571,0.1565774155995344,0.5288461538461537,0.0,0,0,0,0,0,0,-0.15096618357487301,0
4300,L51479,1,0.6956521739130395,0.5432098765432158,0.1362048894062864,0.635989010989011,0.0118577075098814,0,0,0,0,0,0,-0.15244229736982362,0
4301,M19160,2,0.6956521739130395,0.5432098765432158,0.2770663562281723,0.4230769230769231,0.0197628458498023,0,0,0,0,0,0,-0.15244229736982362,0
4302,L51481,1,0.6956521739130395,0.5555555555555571,0.1763678696158324,0.6497252747252747,0.0316205533596837,0,0,0,0,0,0,-0.14009661835748233,0
4303,L51482,1,0.6956521739130395,0.5432098765432158,0.8888242142025612,0.1208791208791208,0.0395256916996047,0,0,0,0,0,0,-0.15244229736982362,0
4304,L51483,1,0.6956521739130395,0.5555555555555571,0.1554132712456345,0.6085164835164835,0.0474308300395256,0,0,0,0,0,0,-0.14009661835748233,0
4305,L51484,1,0.6847826086956488,0.5432098765432158,0.3061699650756694,0.3090659340659341,0.0553359683794466,0,0,0,0,0,0,-0.14157273215243293,0
4306,L51485,1,0.6847826086956488,0.5432098765432158,0.3020954598370198,0.3131868131868132,0.0632411067193675,0,0,0,0,0,0,-0.14157273215243293,0
4307,L51486,1,0.6847826086956488,0.5308641975308674,0.4080325960419092,0.2623626373626374,0.0711462450592885,0,0,0,0,0,0,-0.15391841116478133,0
4308,L51487,1,0.6630434782608603,0.518518518518519,0.0529685681024447,0.8255494505494505,0.0790513833992094,1,0,1,0,0,0,-0.14452495974234125,1
4309,H33722,0,0.6630434782608603,0.518518518518519,0.169965075669383,0.5961538461538461,0.0869565217391304,0,0,0,0,0,0,-0.14452495974234125,0
4310,M19169,2,0.6521739130434767,0.518518518518519,0.1938300349243307,0.4903846153846153,0.1067193675889328,0,0,0,0,0,0,-0.13365539452495767,0
4311,L51490,1,0.6630434782608603,0.5308641975308674,0.3538998835855645,0.2994505494505495,0.1185770750988142,0,0,0,0,0,0,-0.13217928072999285,0
4312,M19171,2,0.6739130434782581,0.5432098765432158,0.1746216530849825,0.5082417582417581,0.1264822134387351,0,0,0,0,0,0,-0.13070316693504225,0
4313,L51492,1,0.6739130434782581,0.5432098765432158,0.1525029103608848,0.5865384615384615,0.1383399209486165,0,0,0,0,0,0,-0.13070316693504225,0
4314,L51493,1,0.6630434782608603,0.5432098765432158,0.1944121071012806,0.5879120879120879,0.1462450592885375,0,0,0,0,0,0,-0.11983360171764446,0
4315,H33728,0,0.6630434782608603,0.5432098765432158,0.2648428405122235,0.3914835164835165,0.1541501976284585,0,0,0,0,0,0,-0.11983360171764446,0
4316,M19175,2,0.6630434782608603,0.5308641975308674,0.2811408614668219,0.3571428571428571,0.1739130434782608,0,0,0,0,0,0,-0.13217928072999285,0
4317,L51496,1,0.6739130434782581,0.5432098765432158,0.2741559953434226,0.4065934065934066,0.1857707509881422,0,0,0,0,0,0,-0.13070316693504225,0
4318,M19177,2,0.6739130434782581,0.5308641975308674,0.1449359720605355,0.5604395604395604,0.1936758893280632,0,0,0,0,0,0,-0.14304884594739065,0
4319,L51498,1,0.6739130434782581,0.5432098765432158,0.2171129220023283,0.5274725274725275,0.2055335968379446,0,0,0,0,0,0,-0.13070316693504225,0
4320,M19179,2,0.6847826086956488,0.5555555555555571,0.1414435389988358,0.5673076923076923,0.2134387351778656,0,0,0,0,0,0,-0.12922705314009164,0
4321,L51500,1,0.6956521739130395,0.5679012345679055,0.1332945285215366,0.5604395604395604,0.225296442687747,0,0,0,0,0,0,-0.12775093934513393,0
4322,L51501,1,0.6956521739130395,0.5555555555555571,0.3015133876600698,0.3447802197802198,0.2332015810276679,0,0,0,0,0,0,-0.14009661835748233,0
4323,M19182,2,0.6956521739130395,0.5432098765432158,0.1530849825378347,0.5521978021978021,0.2411067193675889,0,0,0,0,0,0,-0.15244229736982362,0
4324,L51503,1,0.7065217391304301,0.5679012345679055,0.1006984866123399,0.6414835164835164,0.2529644268774703,1,0,1,0,0,0,-0.13862050456252462,1
4325,L51504,1,0.6956521739130395,0.5555555555555571,0.1850989522700815,0.5384615384615384,0.2608695652173913,0,0,0,0,0,0,-0.14009661835748233,0
4326,L51505,1,0.6847826086956488,0.5555555555555571,0.1257275902211875,0.7321428571428571,0.2687747035573122,0,0,0,0,0,0,-0.12922705314009164,0
4327,L51506,1,0.6847826086956488,0.5432098765432158,0.1129220023282887,0.7142857142857142,0.2766798418972331,1,0,1,0,0,0,-0.14157273215243293,1
4328,H33741,0,0.6956521739130395,0.5432098765432158,0.2863795110593714,0.3502747252747253,0.2845849802371541,0,0,0,0,0,0,-0.15244229736982362,0
4329,L51508,1,0.6847826086956488,0.5432098765432158,0.0919674039580908,0.6098901098901098,0.3043478260869565,1,0,1,0,0,0,-0.14157273215243293,1
4330,L51509,1,0.6847826086956488,0.5308641975308674,0.2316647264260768,0.364010989010989,0.3122529644268774,0,0,0,0,0,0,-0.15391841116478133,0
4331,L51510,1,0.6739130434782581,0.5061728395061778,0.2217694994179279,0.4766483516483517,0.3201581027667984,0,0,0,0,0,0,-0.16774020397208034,0
4332,M19191,2,0.6847826086956488,0.518518518518519,0.3364377182770665,0.375,0.3280632411067193,0,0,0,0,0,0,-0.16626409017712973,0
4333,M19192,2,0.6956521739130395,0.518518518518519,0.1653084982537834,0.5178571428571428,0.3399209486166007,0,0,0,0,0,0,-0.17713365539452042,0
4334,L51513,1,0.6847826086956488,0.5061728395061778,0.2444703143189756,0.4134615384615384,0.3517786561264822,0,0,0,0,0,0,-0.17860976918947102,0
4335,L51514,1,0.6847826086956488,0.5061728395061778,0.1769499417927823,0.5315934065934066,0.3596837944664031,0,0,0,0,0,0,-0.17860976918947102,0
4336,L51515,1,0.6956521739130395,0.518518518518519,0.2555296856810245,0.4656593406593407,0.3675889328063241,0,0,0,0,0,0,-0.17713365539452042,0
4337,H33750,0,0.6847826086956488,0.518518518518519,0.1484284051222352,0.6840659340659341,0.375494071146245,0,0,0,0,0,0,-0.16626409017712973,0
4338,L51517,1,0.6847826086956488,0.518518518518519,0.1583236321303842,0.5439560439560439,0.3952569169960474,0,0,0,0,0,0,-0.16626409017712973,0
4339,L51518,1,0.6847826086956488,0.518518518518519,0.1332945285215366,0.548076923076923,0.4031620553359683,0,0,0,0,0,0,-0.16626409017712973,0
4340,L51519,1,0.6956521739130395,0.518518518518519,0.2072176949941793,0.5879120879120879,0.4110671936758893,0,0,0,0,0,0,-0.17713365539452042,0
4341,M19200,2,0.6956521739130395,0.518518518518519,0.2124563445867288,0.5096153846153846,0.4189723320158102,0,0,0,0,0,0,-0.17713365539452042,0
4342,L51521,1,0.6956521739130395,0.5061728395061778,0.1338766006984866,0.5796703296703296,0.4308300395256916,0,0,0,0,0,0,-0.1894793344068617,0
4343,M19202,2,0.6956521739130395,0.5061728395061778,0.0675203725261932,0.8846153846153846,0.4387351778656126,1,0,1,1,0,0,-0.1894793344068617,1
4344,L51523,1,0.6956521739130395,0.5061728395061778,0.1880093131548312,0.4876373626373626,0.450592885375494,0,0,0,0,0,0,-0.1894793344068617,0
4345,H33758,0,0.7065217391304301,0.518518518518519,0.1455180442374855,0.6524725274725274,0.458498023715415,0,0,0,0,0,0,-0.1880032206119111,0
4346,M19205,2,0.7065217391304301,0.5061728395061778,0.220023282887078,0.4945054945054944,0.4782608695652173,0,0,0,0,0,0,-0.2003488996242524,0
4347,L51526,1,0.7065217391304301,0.4938271604938293,0.250291036088475,0.3653846153846153,0.4901185770750987,0,0,0,0,0,0,-0.21269457863660085,0
4348,H33761,0,0.7173913043478208,0.5061728395061778,0.3236321303841677,0.3255494505494505,0.4980237154150197,0,0,0,0,0,0,-0.21121846484164308,0
4349,L51528,1,0.7173913043478208,0.5061728395061778,0.1973224679860303,0.5618131868131868,0.5177865612648221,0,0,0,0,0,0,-0.21121846484164308,0
4350,L51529,1,0.7173913043478208,0.4938271604938293,0.2485448195576252,0.3791208791208791,0.525691699604743,0,0,0,0,0,0,-0.22356414385399154,0
4351,M19210,2,0.7173913043478208,0.4938271604938293,0.2328288707799767,0.4629120879120879,0.533596837944664,0,0,0,0,0,0,-0.22356414385399154,0
4352,L51531,1,0.7065217391304301,0.481481481481488,0.1536670547147847,0.548076923076923,0.5454545454545454,0,0,0,0,0,0,-0.22504025764894214,0
4353,L51532,1,0.7173913043478208,0.4938271604938293,0.1490104772991851,0.5357142857142856,0.5533596837944663,0,0,0,0,0,0,-0.22356414385399154,0
4354,M19213,2,0.7282608695652115,0.4938271604938293,0.1268917345750874,0.8090659340659341,0.5612648221343873,1,0,0,1,0,0,-0.23443370907138222,1
4355,L51534,1,0.7282608695652115,0.5061728395061778,0.1676367869615832,0.7458791208791209,0.5731225296442687,0,0,0,0,0,0,-0.22208803005903377,0
4356,H33769,0,0.7282608695652115,0.5061728395061778,0.0651920838183935,0.7348901098901098,0.5810276679841897,1,0,1,0,0,0,-0.22208803005903377,1
4357,L51536,1,0.7282608695652115,0.5061728395061778,0.279976717112922,0.3736263736263736,0.6007905138339921,0,0,0,0,0,0,-0.22208803005903377,0
4358,L51537,1,0.7282608695652115,0.518518518518519,0.1391152502910361,0.673076923076923,0.608695652173913,0,0,0,0,0,0,-0.20974235104669248,0
4359,H33772,0,0.7282608695652115,0.518518518518519,0.2549476135040746,0.4217032967032967,0.616600790513834,0,0,0,0,0,0,-0.20974235104669248,0
4360,M19219,2,0.7391304347826093,0.5308641975308674,0.2112922002328289,0.4697802197802198,0.6363636363636364,0,0,0,0,0,0,-0.20826623725174187,0
4361,L51540,1,0.7391304347826093,0.5432098765432158,0.2182770663562282,0.4395604395604395,0.6482213438735177,0,0,0,0,0,0,-0.19592055823939347,0
4362,M19221,2,0.7391304347826093,0.5432098765432158,0.1228172293364378,0.6098901098901098,0.6561264822134387,1,0,1,0,0,0,-0.19592055823939347,1
